ground_truth,generated_img,mse,ssim
18.15659655525_e6cfc22b56_o-e1448385311756.jpg_truth.jpg,18.15659655525_e6cfc22b56_o-e1448385311756.jpg_al.jpg,146.0897402952523,0.815190584720269
38.1200x800.jpg_truth.jpg,38.1200x800.jpg_al.jpg,475.56869014321154,0.6866339107533266
9.qhgc5f.jpg_truth.jpg,9.qhgc5f.jpg_al.jpg,2650.001245317704,0.47934900684317405
32.61927-1200x800.jpg_truth.jpg,32.61927-1200x800.jpg_al.jpg,282.6741566925943,0.8775898479073598
16.grid-expansion-4032199_1920-1200x800.jpg_truth.jpg,16.grid-expansion-4032199_1920-1200x800.jpg_al.jpg,1119.8995015434691,0.6466493681110314
23.fall-wallpaper-21-1200-x-800.jpg_truth.jpg,23.fall-wallpaper-21-1200-x-800.jpg_al.jpg,984.6455687445023,0.23644421871796192
4.chd0ry.jpg_truth.jpg,4.chd0ry.jpg_al.jpg,1251.059302490306,0.31034702490265187
31.tr21-grid-b-1200x800.jpg_truth.jpg,31.tr21-grid-b-1200x800.jpg_al.jpg,405.6351087346847,0.5971823039323068
33.2020-06-29_reopening-9436-1200x800.jpg_truth.jpg,33.2020-06-29_reopening-9436-1200x800.jpg_al.jpg,1269.5937414549132,0.49371883791298576
25.2272208.jpg_truth.jpg,25.2272208.jpg_al.jpg,1772.231306232848,0.46771448158907125
3.uj0tqh.jpg_truth.jpg,3.uj0tqh.jpg_al.jpg,243.09593229161518,0.7570863591840283
36.149794903_10159397569945844_2689394123312929935_o-1200x800.jpg_truth.jpg,36.149794903_10159397569945844_2689394123312929935_o-1200x800.jpg_al.jpg,146.4027268504334,0.898278540588691
50.floralrockaway-81-1200x800.jpg_truth.jpg,50.floralrockaway-81-1200x800.jpg_al.jpg,809.3488866266715,0.6530190486533796
11.img_6004-1200x800.jpg_truth.jpg,11.img_6004-1200x800.jpg_al.jpg,967.2846341632157,0.6653899825427779
6.rnoi1c.jpg_truth.jpg,6.rnoi1c.jpg_al.jpg,1035.31352355726,0.7043713831517948
