ground_truth,generated_img,mse,ssim
46.photovoltaic-2799982_19201-1200x800.jpg_truth.jpg,46.photovoltaic-2799982_19201-1200x800.jpg_al.jpg,9532.515505523215,0.126411784626574
13.sorasak-222550-unsplash.2e16d0ba.fill-1200x800.jpg_truth.jpg,13.sorasak-222550-unsplash.2e16d0ba.fill-1200x800.jpg_al.jpg,2033.4432886270868,0.7042342766257846
30.2017.09.13.dmexco-2017-highlights-index.1._42a5685-1200x800.jpg_truth.jpg,30.2017.09.13.dmexco-2017-highlights-index.1._42a5685-1200x800.jpg_al.jpg,1222.5846387755034,0.6005855136492417
40.img_4711-1200x800.jpg_truth.jpg,40.img_4711-1200x800.jpg_al.jpg,198.13325723058475,0.8048927161155884
1.1940042.jpg_truth.jpg,1.1940042.jpg_al.jpg,4693.348949222006,0.5976646604634376
34.1200x800.jpg_truth.jpg,34.1200x800.jpg_al.jpg,1458.752428863697,0.43622368431259106
21.piqsels.com-id-snvtf-1200x800.jpg_truth.jpg,21.piqsels.com-id-snvtf-1200x800.jpg_al.jpg,1655.298798828479,0.6263190243299898
35.arboretum_01-1200x800.jpg_truth.jpg,35.arboretum_01-1200x800.jpg_al.jpg,933.2631952612037,0.3988295192771833
10.yosemitehikes.com-bridalveil-winter-1200x800.jpg_truth.jpg,10.yosemitehikes.com-bridalveil-winter-1200x800.jpg_al.jpg,1200.268079344528,0.280311140997135
24.640038.jpg_truth.jpg,24.640038.jpg_al.jpg,1292.0244648922537,0.6148706187056155
45.dsc03488-1-1200x800.jpg_truth.jpg,45.dsc03488-1-1200x800.jpg_al.jpg,2992.5414298751057,0.635303504846119
41.1200x800.jpg_truth.jpg,41.1200x800.jpg_al.jpg,465.91008674395545,0.6400719575497661
48.fellows-on-walkway-1200x800-1.jpg_truth.jpg,48.fellows-on-walkway-1200x800-1.jpg_al.jpg,1376.9999687023328,0.5841893087796749
7.cicada_broodxiii_1200x800.jpg_truth.jpg,7.cicada_broodxiii_1200x800.jpg_al.jpg,611.4474726310137,0.75933925843935
22.1200x800.jpg_truth.jpg,22.1200x800.jpg_al.jpg,612.8532946560057,0.8320467707523234
43.bduo1-1200x800.jpg_truth.jpg,43.bduo1-1200x800.jpg_al.jpg,342.33235981115973,0.6250542553032462
5.000003-lescun_1200x800.jpg_truth.jpg,5.000003-lescun_1200x800.jpg_al.jpg,274.6107443244151,0.7185572749470904
26.zoom_background_01-1200x800.jpg_truth.jpg,26.zoom_background_01-1200x800.jpg_al.jpg,153.22588350019933,0.8286982589071682
2.1940048.jpg_truth.jpg,2.1940048.jpg_al.jpg,665.1741978737354,0.5612652772255022
8.chennai_high_court_1200x800.jpg_truth.jpg,8.chennai_high_court_1200x800.jpg_al.jpg,965.7804929876753,0.6708712522460908
14.img_5953-1200x800.jpg_truth.jpg,14.img_5953-1200x800.jpg_al.jpg,1031.6310713356197,0.5836095785306686
15.1014-allee-fall-1200x800.jpg_truth.jpg,15.1014-allee-fall-1200x800.jpg_al.jpg,4476.853157934617,0.07746436610662548
19.zhang-kaiyv-kkk0pyue02i-unsplash_2500-1200x800.jpg_truth.jpg,19.zhang-kaiyv-kkk0pyue02i-unsplash_2500-1200x800.jpg_al.jpg,1739.3480251172016,0.46719994634946804
47.woman-pouring-soup-1200x800.jpg_truth.jpg,47.woman-pouring-soup-1200x800.jpg_al.jpg,262.4748136141558,0.8259931727748615
12.13.jpg_truth.jpg,12.13.jpg_al.jpg,1321.766763195261,0.373049939610724
37.adam-vradenburg-ga09pkfriqy-unsplash-1200x800.jpg_truth.jpg,37.adam-vradenburg-ga09pkfriqy-unsplash-1200x800.jpg_al.jpg,259.6264293974046,0.765326126586309
17.tj3pcn.jpg_truth.jpg,17.tj3pcn.jpg_al.jpg,507.88741076046745,0.7898954997697306
total_average,total_average,1329.4985779563704,0.6004105616033018
